Platform Code,Club ID,Club Name,All-Time Rank,Seasonal Rank,Player Name,Games Played,Goals,Assists,Position / Rating,MoTM (Melhor em Campo),Clean Sheets (Def),Clean Sheets (GK),Shot Success %,Passes Made,Pass Success %,Tackles Made,Tackle Success %
common-gen4,1633,AS BlackEagle,,37,Maicol_09_,458,254,218,defender,54,,,,,,,
common-gen4,1633,AS BlackEagle,,37,nik-the01,575,84,180,midfielder,72,,,,,,,
common-gen4,1633,AS BlackEagle,,37,LTA-master,741,663,434,goalkeeper,190,,,,,,,
common-gen4,1633,AS BlackEagle,,37,PhSoldaat070,355,289,202,defender,56,,,,,,,
common-gen4,1633,AS BlackEagle,,37,BRR_2830_CaMaRRo,4329,1388,1934,midfielder,178,,,,,,,
common-gen4,1633,AS BlackEagle,,37,k0t9sh,1103,896,698,forward,205,,,,,,,
common-gen4,1633,AS BlackEagle,,37,ussmaxx,383,421,299,forward,55,,,,,,,
common-gen4,1633,AS BlackEagle,,37,Max9774,651,433,213,midfielder,56,,,,,,,
common-gen4,1633,AS BlackEagle,,37,harzou_hz,808,707,519,forward,130,,,,,,,
common-gen4,1633,AS BlackEagle,,37,mo_mesbah10,205,57,79,forward,13,,,,,,,
common-gen4,1633,AS BlackEagle,,37,malikoudz,2594,1535,1513,forward,350,,,,,,,
common-gen4,1633,AS BlackEagle,,37,Aydin_TURK1907,540,256,289,midfielder,73,,,,,,,
common-gen4,1633,AS BlackEagle,,37,sirguclu,50,9,14,midfielder,0,,,,,,,
common-gen4,1633,AS BlackEagle,,37,Ma-ij7,1722,976,2075,midfielder,256,,,,,,,
common-gen4,1633,AS BlackEagle,,37,TWITCH AL3,390,126,65,goalkeeper,42,,,,,,,
common-gen4,1633,AS BlackEagle,,37,logo-expirant0,1276,932,772,forward,227,,,,,,,
common-gen4,1633,AS BlackEagle,,37,co_3344,1273,39,66,defender,6,,,,,,,
common-gen4,1633,AS BlackEagle,,37,vldnx_,231,73,122,midfielder,34,,,,,,,
common-gen4,1633,AS BlackEagle,,37,super_smart98,1486,1035,831,forward,180,,,,,,,
common-gen4,1633,AS BlackEagle,,37,TRISSBOA,861,234,293,midfielder,36,,,,,,,
common-gen4,1633,AS BlackEagle,,37,Swiechowitz1993,411,43,96,midfielder,73,,,,,,,
common-gen4,1215803,F̼ria Negra EC,,38,RafaelZiiiKa,3,3,1,forward,0,,,,,,,
common-gen4,1215803,F̼ria Negra EC,,38,JCQRSilva,21,0,0,goalkeeper,0,,,,,,,
common-gen4,1215803,F̼ria Negra EC,,38,Thauan09,57,44,55,midfielder,10,,,,,,,
common-gen4,1215803,F̼ria Negra EC,,38,Rot4 Noxus,319,162,180,midfielder,53,,,,,,,
common-gen4,1215803,F̼ria Negra EC,,38,Manske19,160,106,78,midfielder,15,,,,,,,
common-gen4,1215803,F̼ria Negra EC,,38,Edgarbernar,211,151,105,forward,18,,,,,,,
common-gen4,1215803,F̼ria Negra EC,,38,Biell_Il,448,423,267,forward,70,,,,,,,
common-gen4,1215803,F̼ria Negra EC,,38,DexxxBr,297,267,216,forward,43,,,,,,,
common-gen4,1215803,F̼ria Negra EC,,38,H1LDEMBERG,160,12,17,midfielder,3,,,,,,,
common-gen4,1215803,F̼ria Negra EC,,38,Kmzin77,439,480,387,forward,118,,,,,,,
common-gen4,1215803,F̼ria Negra EC,,38,P24xiss,196,85,128,midfielder,23,,,,,,,
common-gen4,1215803,F̼ria Negra EC,,38,GuiShow_10,348,250,193,forward,54,,,,,,,
common-gen4,1215803,F̼ria Negra EC,,38,Luo0993,49,21,7,midfielder,1,,,,,,,
common-gen4,1215803,F̼ria Negra EC,,38,Gerlack_best,0,0,0,,0,,,,,,,
common-gen4,1119323,Ballenita 2,,39,whoisjoa,178,158,128,forward,43,,,,,,,
common-gen4,1119323,Ballenita 2,,39,JorgeRai9,68,35,31,midfielder,7,,,,,,,
common-gen4,1119323,Ballenita 2,,39,Twich_josoalaa,219,223,112,forward,46,,,,,,,
common-gen4,1119323,Ballenita 2,,39,rechega1970,149,101,81,forward,6,,,,,,,
common-gen4,1119323,Ballenita 2,,39,juan_fg07,392,246,256,forward,45,,,,,,,
common-gen4,1119323,Ballenita 2,,39,twich_aitor2009y,141,69,55,midfielder,17,,,,,,,
common-gen4,1119323,Ballenita 2,,39,BERTI44_atope,7,4,4,forward,0,,,,,,,
common-gen4,1119323,Ballenita 2,,39,Adrii-fdezzz,142,155,54,forward,20,,,,,,,
common-gen4,1119323,Ballenita 2,,39,margaju29,34,9,8,midfielder,1,,,,,,,
common-gen4,1119323,Ballenita 2,,39,asier_rai,291,286,279,forward,83,,,,,,,
common-gen4,1119323,Ballenita 2,,39,efren_fdez,363,319,255,forward,46,,,,,,,
common-gen4,1070003,Flight team,,40,yourboiyanny69,544,926,160,forward,99,,,,,,,
common-gen4,1070003,Flight team,,40,Mathuran_1,196,104,51,forward,7,,,,,,,
common-gen4,1070003,Flight team,,40,mythics_5,269,95,169,forward,17,,,,,,,
common-gen4,1070003,Flight team,,40,Rj11_XI,498,336,743,midfielder,205,,,,,,,
common-gen4,1196765,idosos fc,,41,ZxjoaoxZ_YT,125,88,95,forward,18,,,,,,,
common-gen4,1196765,idosos fc,,41,Castejonl,22,1,4,defender,1,,,,,,,
common-gen4,1196765,idosos fc,,41,Felipefalcaorei,475,190,356,midfielder,99,,,,,,,
common-gen4,1196765,idosos fc,,41,pestinhacury,346,333,169,forward,53,,,,,,,
common-gen4,1196765,idosos fc,,41,Matheus0033612,435,512,208,forward,80,,,,,,,
common-gen4,1196765,idosos fc,,41,KTX arthur,221,211,102,goalkeeper,30,,,,,,,
common-gen4,1196765,idosos fc,,41,Heitor CRocha,280,102,133,midfielder,7,,,,,,,
common-gen4,1196765,idosos fc,,41,Joaoonaty,55,28,30,midfielder,15,,,,,,,
common-gen4,1196765,idosos fc,,41,Antoniogonbb,15,10,7,forward,3,,,,,,,
common-gen4,1196765,idosos fc,,41,Pimentinha2022,37,2,1,defender,0,,,,,,,
common-gen4,1196765,idosos fc,,41,Davizzyxz,253,105,86,forward,12,,,,,,,
common-gen4,1196765,idosos fc,,41,Vozinha42,91,0,1,goalkeeper,2,,,,,,,
common-gen4,1196765,idosos fc,,41,murilodmorandini,211,122,100,midfielder,16,,,,,,,
common-gen4,36841,Mla7ees,,42,Aymensani,94,33,44,midfielder,2,,,,,,,
common-gen4,36841,Mla7ees,,42,Ez_115,249,227,100,forward,22,,,,,,,
common-gen4,36841,Mla7ees,,42,Moe_a7med,597,695,443,forward,91,,,,,,,
common-gen4,36841,Mla7ees,,42,ksn_Junior,796,543,837,forward,130,,,,,,,
common-gen4,36841,Mla7ees,,42,roronoa_003,785,895,758,forward,167,,,,,,,
common-gen4,36841,Mla7ees,,42,Maviiu91,91,98,60,forward,20,,,,,,,
common-gen4,36841,Mla7ees,,42,ziiii171,155,149,100,forward,30,,,,,,,
common-gen4,1073767,SouthJt,,43,Ethnicity__,0,0,0,,0,,,,,,,
common-gen4,1073767,SouthJt,,43,Ofleeky2,156,48,24,forward,3,,,,,,,
common-gen4,1073767,SouthJt,,43,LZKYI,583,642,231,midfielder,310,,,,,,,
common-gen4,1073767,SouthJt,,43,Narciissit,180,2,7,defender,0,,,,,,,
common-gen4,1073767,SouthJt,,43,RefreshPast,469,265,213,midfielder,65,,,,,,,
common-gen4,1073767,SouthJt,,43,FutureLies,2,0,2,midfielder,0,,,,,,,
common-gen4,1073767,SouthJt,,43,Ftgioo,55,0,1,defender,3,,,,,,,
common-gen4,885843,refugiados FC,,44,arthur_tempass,619,412,572,forward,138,,,,,,,
common-gen4,885843,refugiados FC,,44,PRIME SIMAXX,613,565,233,forward,91,,,,,,,
common-gen4,885843,refugiados FC,,44,vitinho_bola10,301,271,148,forward,46,,,,,,,
common-gen4,885843,refugiados FC,,44,dugui_colorado,106,46,33,midfielder,2,,,,,,,
common-gen4,885843,refugiados FC,,44,teteu_pass,470,339,115,forward,38,,,,,,,
common-gen4,885843,refugiados FC,,44,GABIZINGAMER896,455,230,161,midfielder,42,,,,,,,
common-gen4,1504,l3ub fc,,45,abunour,10,11,16,midfielder,1,,,,,,,
common-gen4,1504,l3ub fc,,45,iEmad90,81,170,39,forward,28,,,,,,,
common-gen4,1504,l3ub fc,,45,UAE_77BVB,714,741,585,midfielder,77,,,,,,,
common-gen4,1504,l3ub fc,,45,IIFARRS,95,45,154,midfielder,20,,,,,,,
common-gen4,1504,l3ub fc,,45,Z-E-Z-O-H,7,4,11,midfielder,1,,,,,,,
common-gen4,1504,l3ub fc,,45,Extreem_boy,177,51,127,midfielder,29,,,,,,,
common-gen4,1504,l3ub fc,,45,AlaaAlahlawi7,581,428,531,midfielder,72,,,,,,,
common-gen4,1504,l3ub fc,,45,T3NEF_2,30,5,0,defender,1,,,,,,,
common-gen4,1504,l3ub fc,,45,Im_polite_,401,382,301,forward,84,,,,,,,
common-gen4,1504,l3ub fc,,45,skobar_7,470,556,310,forward,71,,,,,,,
common-gen4,1504,l3ub fc,,45,daa77em89,5,1,1,midfielder,0,,,,,,,
common-gen4,1504,l3ub fc,,45,nnvc-n,747,816,648,forward,145,,,,,,,
common-gen4,1504,l3ub fc,,45,Abo_Safanah,1314,1845,1951,midfielder,220,,,,,,,
common-gen4,1504,l3ub fc,,45,MHOM90,0,0,0,,0,,,,,,,
common-gen4,1504,l3ub fc,,45,jJABER_22,633,417,411,defender,128,,,,,,,
common-gen4,1504,l3ub fc,,45,Alibanjar,604,938,228,forward,163,,,,,,,
common-gen4,1504,l3ub fc,,45,Abdulwahab_Kuw,7,10,6,forward,2,,,,,,,
common-gen4,1504,l3ub fc,,45,alotot29,21,10,14,forward,3,,,,,,,
common-gen4,1504,l3ub fc,,45,Exit11--,1869,2036,1271,forward,409,,,,,,,
common-gen4,1504,l3ub fc,,45,T3NEF_4,1451,1051,1437,forward,163,,,,,,,
common-gen4,1504,l3ub fc,,45,wn1o1o,714,981,629,midfielder,154,,,,,,,
common-gen4,1504,l3ub fc,,45,N2FHZ,49,64,35,midfielder,12,,,,,,,
common-gen4,1504,l3ub fc,,45,A7mx_xx,109,220,105,defender,24,,,,,,,
common-gen4,1504,l3ub fc,,45,ImRagnar1-,413,350,281,forward,61,,,,,,,
common-gen4,1504,l3ub fc,,45,hnoo21-_-,110,111,75,forward,17,,,,,,,
common-gen4,1504,l3ub fc,,45,F9-240,402,492,502,midfielder,70,,,,,,,
common-gen4,1504,l3ub fc,,45,DrM7mmD,3,1,1,forward,0,,,,,,,
common-gen4,1504,l3ub fc,,45,itiiiiios,174,340,197,forward,29,,,,,,,
common-gen4,1504,l3ub fc,,45,kabitano-7soon,1070,1456,1100,midfielder,192,,,,,,,
common-gen4,1504,l3ub fc,,45,lexical-mail8,1440,2126,1839,forward,233,,,,,,,
common-gen4,1504,l3ub fc,,45,mf7-111,35,46,21,forward,9,,,,,,,
common-gen4,1504,l3ub fc,,45,AL__QAHTANl,59,54,56,forward,10,,,,,,,
common-gen4,1504,l3ub fc,,45,RRBF-123,417,488,618,midfielder,13,,,,,,,
common-gen4,1504,l3ub fc,,45,DUDSONATOR,10,7,9,forward,0,,,,,,,
common-gen4,1504,l3ub fc,,45,ah_2_0_3_4,14,4,6,midfielder,0,,,,,,,
common-gen4,1504,l3ub fc,,45,ILordM1,33,34,27,forward,7,,,,,,,
common-gen4,1504,l3ub fc,,45,DeKhalid3783,117,71,142,forward,27,,,,,,,
common-gen4,1504,l3ub fc,,45,Lft Ghost7526,0,0,0,,0,,,,,,,
common-gen4,1504,l3ub fc,,45,AboUday9,0,0,0,,0,,,,,,,
common-gen4,1504,l3ub fc,,45,eabm1,117,63,132,midfielder,29,,,,,,,
common-gen4,1023314,public FF,,46,DjNinosPro,414,403,221,midfielder,97,,,,,,,
common-gen4,1023314,public FF,,46,gorgesaywas,371,362,135,forward,93,,,,,,,
common-gen4,1023314,public FF,,46,Lyacou77,398,255,139,forward,33,,,,,,,
common-gen4,1023314,public FF,,46,Badman115522,250,141,104,forward,26,,,,,,,
common-gen4,97667,ELFara3een Fc,,47,HumanBehindMask,1623,1504,1838,midfielder,508,,,,,,,
common-gen4,97667,ELFara3een Fc,,47,TSM_Zolexes,202,280,76,forward,11,,,,,,,
common-gen4,97667,ELFara3een Fc,,47,floppy-nova5,1202,2160,745,midfielder,218,,,,,,,
common-gen4,97667,ELFara3een Fc,,47,shehabhammad1,1323,1134,1411,midfielder,352,,,,,,,
common-gen4,97667,ELFara3een Fc,,47,waisted-shelf99,145,106,151,forward,22,,,,,,,
common-gen4,1913,GOATS FC,,48,Magalax,237,153,184,forward,25,,,,,,,
common-gen4,1913,GOATS FC,,48,Lucas_Campanhola,32,31,18,midfielder,11,,,,,,,
common-gen4,1913,GOATS FC,,48,SONSofN1C0,794,744,576,midfielder,179,,,,,,,
common-gen4,1913,GOATS FC,,48,DrulinSS,2762,1374,1982,midfielder,443,,,,,,,
common-gen4,1913,GOATS FC,,48,Peterson_21ES,399,502,81,forward,43,,,,,,,
common-gen4,1913,GOATS FC,,48,ichosenonee-,1284,435,829,forward,109,,,,,,,
common-gen4,1913,GOATS FC,,48,Brbrenno2372,404,105,122,defender,45,,,,,,,
common-gen4,1913,GOATS FC,,48,yungzaac,4,1,1,forward,0,,,,,,,
common-gen4,1913,GOATS FC,,48,SadInvalidFox,317,73,145,midfielder,35,,,,,,,
common-gen4,1913,GOATS FC,,48,Z pump by xxxxx,155,87,164,forward,24,,,,,,,
common-gen4,1913,GOATS FC,,48,SUCO_DE_FRUTACPX,25,3,6,midfielder,1,,,,,,,
common-gen4,1913,GOATS FC,,48,Lucas black8461,1322,1514,937,midfielder,357,,,,,,,
common-gen4,1913,GOATS FC,,48,henryzk0,809,380,596,midfielder,210,,,,,,,
common-gen4,1913,GOATS FC,,48,PROZIn6852,354,305,224,forward,66,,,,,,,
common-gen4,1913,GOATS FC,,48,M1TO RK I12I,335,61,108,goalkeeper,27,,,,,,,
common-gen4,1913,GOATS FC,,48,Ze Gugao,1172,453,696,defender,299,,,,,,,
common-gen4,1913,GOATS FC,,48,puiguinho,281,153,204,midfielder,35,,,,,,,
common-gen4,1913,GOATS FC,,48,SASUKE-_-PH-L2,255,221,123,forward,73,,,,,,,
common-gen4,1913,GOATS FC,,48,MNOLASC08,380,257,289,midfielder,90,,,,,,,
common-gen4,1913,GOATS FC,,48,Maxsupremegamer,2367,2436,927,goalkeeper,293,,,,,,,
common-gen4,1913,GOATS FC,,48,red_globo77,758,360,574,midfielder,94,,,,,,,
common-gen4,1913,GOATS FC,,48,nemtwcoyto,141,4,9,forward,0,,,,,,,
common-gen4,1913,GOATS FC,,48,Ramallhoo,590,285,222,forward,21,,,,,,,
common-gen4,1913,GOATS FC,,48,Gabizin_22,411,352,216,forward,68,,,,,,,
common-gen4,1913,GOATS FC,,48,JOTABRY_RJ,1718,1732,894,midfielder,237,,,,,,,
common-gen4,1913,GOATS FC,,48,Senna1718,294,393,203,forward,71,,,,,,,
common-gen4,1913,GOATS FC,,48,Marcelo4371,1426,432,577,forward,298,,,,,,,
common-gen4,1913,GOATS FC,,48,VHDellas112,1787,860,1326,midfielder,304,,,,,,,
common-gen4,1913,GOATS FC,,48,Luansilva_YTX,1643,1700,602,forward,192,,,,,,,
common-gen4,1913,GOATS FC,,48,ZiiEriczinn,1090,482,413,forward,34,,,,,,,
common-gen4,1913,GOATS FC,,48,vinisantoxzz,154,13,22,midfielder,0,,,,,,,
common-gen4,1913,GOATS FC,,48,LucasBlack8461,18,21,15,forward,5,,,,,,,
common-gen4,1913,GOATS FC,,48,LuidiSL_,504,347,290,goalkeeper,140,,,,,,,
common-gen4,1913,GOATS FC,,48,FOX13020,7,0,4,midfielder,1,,,,,,,
common-gen4,1913,GOATS FC,,48,Tfontes11,302,129,166,midfielder,26,,,,,,,
common-gen4,1913,GOATS FC,,48,Giandos3,775,691,297,forward,79,,,,,,,
common-gen4,1913,GOATS FC,,48,Silvis_7,37,35,17,forward,5,,,,,,,
common-gen4,1913,GOATS FC,,48,II_BladeX,148,55,48,defender,30,,,,,,,
common-gen4,1913,GOATS FC,,48,DiedbyBeh,11,8,2,forward,0,,,,,,,
common-gen4,1211200,luh sum innit,,49,just_zaccai,194,176,89,midfielder,42,,,,,,,
common-gen4,1211200,luh sum innit,,49,XxDefJustBettaxX,1,0,1,midfielder,0,,,,,,,
common-gen4,1211200,luh sum innit,,49,jszay1,500,458,366,forward,114,,,,,,,
common-gen4,1211200,luh sum innit,,49,b_rsyo,121,87,90,forward,22,,,,,,,
common-gen4,1211200,luh sum innit,,49,idris_9555,94,33,28,forward,14,,,,,,,
common-gen4,1211200,luh sum innit,,49,sweaty_17x,306,309,158,forward,65,,,,,,,
common-gen4,1211200,luh sum innit,,49,Josuex774,28,3,0,midfielder,0,,,,,,,
common-gen4,1211200,luh sum innit,,49,zaylee2cleanest,1,0,2,forward,0,,,,,,,
common-gen4,1211200,luh sum innit,,49,BlitzNova1211,0,0,0,,0,,,,,,,
common-gen4,1112464,Changos FC,,50,RA Emi l18l,316,195,158,forward,49,,,,,,,
common-gen4,1112464,Changos FC,,50,Sr_Salami_MEX,65,57,22,forward,9,,,,,,,
common-gen4,1112464,Changos FC,,50,kmj215,1081,807,590,midfielder,183,,,,,,,
common-gen4,1112464,Changos FC,,50,Giuli_Velez,439,360,461,midfielder,50,,,,,,,
common-gen4,1112464,Changos FC,,50,LuisOrdonez8348,220,3,9,defender,16,,,,,,,
common-gen4,1112464,Changos FC,,50,Osopro4576,168,128,40,forward,31,,,,,,,
common-gen4,1112464,Changos FC,,50,Oscaar4943,185,95,51,midfielder,26,,,,,,,
common-gen4,1112464,Changos FC,,50,pato_games44,214,83,53,forward,13,,,,,,,
common-gen4,1112464,Changos FC,,50,RuzoJr5281,2,0,1,midfielder,0,,,,,,,
common-gen4,1112464,Changos FC,,50,sebas_jose9,684,669,239,defender,153,,,,,,,
common-gen4,1112464,Changos FC,,50,israelo0404,704,704,368,forward,99,,,,,,,
common-gen4,1112464,Changos FC,,50,TRIMERBEATS,1059,871,522,forward,139,,,,,,,
common-gen4,1112464,Changos FC,,50,MerryMataPerros,707,433,345,defender,93,,,,,,,
common-gen4,1112464,Changos FC,,50,AlexSC200497,30,23,8,forward,5,,,,,,,
common-gen4,1112464,Changos FC,,50,Fukzerr11,78,30,20,forward,2,,,,,,,
common-gen4,1112464,Changos FC,,50,Rapidin2_3,6,2,1,midfielder,0,,,,,,,
common-gen4,1112464,Changos FC,,50,Em1MataVacas,62,53,33,midfielder,11,,,,,,,
common-gen4,1112464,Changos FC,,50,Texis2411,1,0,0,forward,0,,,,,,,
common-gen4,1112464,Changos FC,,50,telas_meto_ya,1,1,0,forward,0,,,,,,,
common-gen4,1112464,Changos FC,,50,DOMINICK19371,236,1,1,goalkeeper,8,,,,,,,
common-gen4,1112464,Changos FC,,50,pollitoprec0z,1,0,0,goalkeeper,0,,,,,,,
common-gen4,1112464,Changos FC,,50,MataPerros12303,46,21,26,forward,6,,,,,,,
common-gen4,1112464,Changos FC,,50,angelbrr4,322,316,218,forward,59,,,,,,,
common-gen4,1112464,Changos FC,,50,NexG6t,267,35,181,midfielder,31,,,,,,,
common-gen4,1112464,Changos FC,,50,Magoelectric634,28,1,4,midfielder,0,,,,,,,
common-gen4,1112464,Changos FC,,50,Mefisto-1805,93,6,12,defender,2,,,,,,,
common-gen4,1112464,Changos FC,,50,Galda10,382,313,294,forward,81,,,,,,,
common-gen4,1112464,Changos FC,,50,CheeryDisc57046,80,27,6,forward,6,,,,,,,
common-gen4,1112464,Changos FC,,50,sfg9416su,23,0,2,defender,1,,,,,,,
common-gen4,1112464,Changos FC,,50,ionicmercury398,23,6,11,midfielder,1,,,,,,,
common-gen4,1112464,Changos FC,,50,Ferpd1530,0,0,0,,0,,,,,,,
common-gen4,1112464,Changos FC,,50,repartequeso69,6,1,1,defender,0,,,,,,,
common-gen4,1112464,Changos FC,,50,Rodgerthatson21,0,0,0,,0,,,,,,,
common-gen4,1112464,Changos FC,,50,Cordoba9810_07,274,70,81,midfielder,6,,,,,,,
common-gen4,850996,king the kingom,,51,JLD_7_,930,864,833,forward,267,,,,,,,
common-gen4,850996,king the kingom,,51,purbd,1007,1080,882,defender,186,,,,,,,
common-gen4,850996,king the kingom,,51,E-YAP-,263,153,75,forward,5,,,,,,,
common-gen4,850996,king the kingom,,51,F-_-ahadf,427,351,247,forward,76,,,,,,,
common-gen4,850996,king the kingom,,51,Emad_X12,535,402,219,forward,37,,,,,,,
common-gen4,850996,king the kingom,,51,lvc__101,993,689,524,forward,128,,,,,,,
common-gen4,850996,king the kingom,,51,sickly_furrier50,144,47,25,defender,21,,,,,,,
common-gen4,850996,king the kingom,,51,MYTH2664,346,181,401,midfielder,53,,,,,,,
common-gen4,850996,king the kingom,,51,vurex3972,33,27,22,forward,1,,,,,,,
common-gen4,911252,0ld Gen FC,,52,mathiascast_10,328,210,361,midfielder,47,,,,,,,
common-gen4,911252,0ld Gen FC,,52,Empanada2010xd,373,357,228,forward,53,,,,,,,
common-gen4,911252,0ld Gen FC,,52,Tori_18_2010,4,1,0,midfielder,0,,,,,,,
common-gen4,911252,0ld Gen FC,,52,xMarvidx,48,7,8,midfielder,4,,,,,,,
common-gen4,911252,0ld Gen FC,,52,Carlosmedina2010,129,40,48,midfielder,7,,,,,,,
common-gen4,911252,0ld Gen FC,,52,donacion_fresh,674,874,400,forward,225,,,,,,,
common-gen4,911252,0ld Gen FC,,52,kerobet22,105,61,57,forward,10,,,,,,,
common-gen4,911252,0ld Gen FC,,52,Toddyzz_VNZLA,73,19,30,forward,2,,,,,,,
common-gen4,911252,0ld Gen FC,,52,victor_fermin,366,340,172,forward,35,,,,,,,
common-gen4,911252,0ld Gen FC,,52,PELUCH8RL,6,1,2,forward,0,,,,,,,
common-gen4,911252,0ld Gen FC,,52,peter_mataburras,69,12,28,midfielder,2,,,,,,,
common-gen4,991174,HEROESS,,53,HERBERT5FILHOS,572,225,395,midfielder,189,,,,,,,
common-gen4,991174,HEROESS,,53,super_pinguim11,60,38,17,midfielder,1,,,,,,,
common-gen4,991174,HEROESS,,53,marquin_2013,200,103,83,defender,40,,,,,,,
common-gen4,991174,HEROESS,,53,mukingxx,482,421,218,midfielder,94,,,,,,,
common-gen4,991174,HEROESS,,53,dn__010,61,18,19,midfielder,16,,,,,,,
common-gen4,991174,HEROESS,,53,Luanmourazzx,229,185,78,forward,38,,,,,,,
common-gen4,991174,HEROESS,,53,charme_forjado1,100,58,46,forward,9,,,,,,,
common-gen4,991174,HEROESS,,53,Eogusta00,14,4,3,forward,1,,,,,,,
common-gen4,1017604,Os perna FC,,54,msant20,316,475,203,forward,113,,,,,,,
common-gen4,1017604,Os perna FC,,54,YpedrinzZgod-_-,321,364,228,forward,96,,,,,,,
common-gen4,1017604,Os perna FC,,54,Guelzinho007,459,191,272,midfielder,66,,,,,,,
common-gen4,1017604,Os perna FC,,54,flexooo41,309,331,150,forward,30,,,,,,,
common-gen4,1017604,Os perna FC,,54,Soledby_TNT,161,157,95,forward,36,,,,,,,
common-gen4,1017604,Os perna FC,,54,Silva4zsx,22,8,7,midfielder,0,,,,,,,
common-gen4,1017604,Os perna FC,,54,David_Braz999,371,310,369,midfielder,44,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,EviL 19821438,804,304,523,midfielder,86,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,cabecact,0,0,0,,0,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,Sopocolo,245,37,54,midfielder,11,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,Rafael Macagnan,1234,1302,2204,forward,26,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,Natecasfc,10,1,5,midfielder,0,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,MTesta3,889,998,524,forward,110,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,Carioca29RJ,1414,321,1790,midfielder,248,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,ManoLucasMoraes,1528,566,335,forward,81,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,D22Fiu1295,12,0,1,midfielder,1,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,z-_MLK_D0-_L4Z3R,360,291,266,midfielder,86,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,BRUNAOCRUZ15,2453,2270,1445,forward,376,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,EduSoares23f,1876,1287,1602,midfielder,296,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,Gaangster444,791,729,398,defender,269,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,MV_Nunes-,206,32,31,forward,6,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,CapNascimento-02,4,8,3,forward,2,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,brisola_2412,1027,705,603,forward,136,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,San7irhus,16,6,4,goalkeeper,1,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,Mbvd5453,660,445,483,forward,180,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,Edi389100,1048,128,90,midfielder,24,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,LukinhasMS2931,500,227,136,midfielder,31,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,Lucas108172,1340,1307,636,forward,242,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,Thzn_x07,11,2,6,midfielder,1,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,Jefferson_JEFIM,1936,407,620,midfielder,173,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,gamba_sigma,989,1004,583,midfielder,162,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,Tabosaa2679,770,561,523,forward,82,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,MestreUniverso23,827,268,309,defender,57,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,iolita_saiajim,257,15,49,midfielder,11,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,Vini061976,86,17,24,midfielder,5,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,JoselitoSpfc,20,0,7,forward,0,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,oliveira__77k,7,3,2,forward,0,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,BiaMG-Jogadterno,10,2,3,midfielder,0,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,Vini_toxic7,41,10,20,midfielder,2,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,v1tim_777,58,32,20,forward,4,,,,,,,
common-gen4,523628,CAPIVARIANO FC,,55,zekiM_m,852,615,351,forward,70,,,,,,,
common-gen4,62067,assee,,56,H-06x,1198,578,333,defender,140,,,,,,,
common-gen4,62067,assee,,56,Mood-Legends,665,538,479,forward,101,,,,,,,
common-gen4,62067,assee,,56,iu8f_27,36,7,2,goalkeeper,0,,,,,,,
common-gen4,62067,assee,,56,Nqoqi,546,162,174,defender,39,,,,,,,
common-gen4,62067,assee,,56,MAZN_7557,677,208,538,midfielder,120,,,,,,,
common-gen4,62067,assee,,56,xMeshaaal,210,93,73,midfielder,14,,,,,,,
common-gen4,62067,assee,,56,X_-Himo707,205,24,22,goalkeeper,9,,,,,,,
common-gen4,62067,assee,,56,nwi_87,1298,948,1120,defender,152,,,,,,,
common-gen4,62067,assee,,56,azooz8042-,132,19,44,midfielder,4,,,,,,,
common-gen4,62067,assee,,56,saz-_-F-16,18,7,7,forward,1,,,,,,,
common-gen4,62067,assee,,56,tied_pacer6,851,827,596,defender,178,,,,,,,
